product_query,video_id,video_title,video_url,channel_name,published_at,view_count,comment_count,video_like_count,comment_id,author_name,comment_text,cleaned_comment_text,comment_like_count,detected_language,is_empty,is_deleted,is_short_comment,is_spam,updated_at,comment_length
Nintendo Switch,wM2ZvZwaIac,Nintendo Switch Airport Security!,https://www.youtube.com/watch?v=wM2ZvZwaIac,EmSwizzle,2025-03-12T19:00:46Z,17805721,695,289800.0,UgzLyHhCoWOrupKnXZB4AaABAg,@STARPLAYZ13-g3z,Last time they tried to open my switch just to see if they're inside but someone's kid said it was someone else's bags that means someone  else forgot  to take they're  bag and that bag went in with my bag and that bag had explosives,last time they tried to open my switch just to see if they're inside but someone's kid said it was someone else's bags that means someone else forgot to take they're bag and that bag went in with my bag and that bag had explosives,0,english,False,False,,False,2026-05-01T17:07:03Z,230
Nintendo Switch,9flte56erE8,Nintendo Switch 2 – Overview Trailer,https://www.youtube.com/watch?v=9flte56erE8,Nintendo of America,2025-04-02T14:06:26Z,5938693,18030,145573.0,UgzGvMO1MBU6_ks9NXF4AaABAg,@purabiroy9768,"I am getting a Nintendo switch for my birthday not to switch to by the way, I’m turning 8","i am getting a nintendo switch for my birthday not to switch to by the way, i’m turning 8",0,english,False,False,,False,2025-11-19T02:57:39Z,89
Iphone 17,5SyVSFJYBRo,"iPhone 17 Unboxing in ಕನ್ನಡ⚡Bionic A19, 48MP Camera, Finally 120Hz 🤯Time to Upgrade??",https://www.youtube.com/watch?v=5SyVSFJYBRo,Tech in Kannada,2025-09-23T07:28:12Z,208885,240,6964.0,UgzMkqL141iSZUTIFqx4AaABAg,@ruchicookingrecipe7617,Bro I'm confused in choosing colour ib iphone 17 pls suggest me😢,bro i'm confused in choosing colour ib iphone 17 pls suggest me😢,0,english,False,False,,False,2025-09-28T01:51:37Z,64
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,UgydDJF4Hdm0FMAj0XF4AaABAg,@christianmatthews1006,0 minutes and no review despite making a video. Downvote this garbage and report for spam,0 minutes and no review despite making a video. downvote this garbage and report for spam,0,english,False,False,,False,2025-10-05T08:56:28Z,89
Iphone 17,nRorTtWOnl4,iPhone 17 😭- 2 month Gaming Review | Battery Health ? | iPhone 17 Bgmi Test | iPhone 17 Review ,https://www.youtube.com/watch?v=nRorTtWOnl4,RavanxBoi Gaming,2026-06-02T19:41:12Z,4174,64,,Ugx9bAq_uGUeFfc3Vf14AaABAg,@Aman3916w,Bro aapki video itni pyari Hoti h yrr😭💗,bro aapki video itni pyari hoti h yrr😭💗,2,english,False,False,,False,2026-06-03T04:17:03Z,39
Nintendo Switch,KfGCh6pm5aQ,Can these Switch 2 Items Work with Switch 1?  #nintendoswitch2 #nintendoswitch #gamingaccessories,https://www.youtube.com/watch?v=KfGCh6pm5aQ,FastSnail,2025-08-31T01:42:19Z,1536505,68,8254.0,Ugxm9tqxCsujBs9SgxF4AaABAg,@Saltymcnuggetsyo,"Wait, so if I buy a charging dock station for my joy cons for my switch 2 I can use my switch1 joy cons, and charge them on them. That's so cool. Do I need that specific charging station or can I buy any dock stationstation","wait, so if i buy a charging dock station for my joy cons for my switch 2 i can use my switch1 joy cons, and charge them on them. that's so cool. do i need that specific charging station or can i buy any dock stationstation",3,english,False,False,,False,2026-01-14T03:50:45Z,223
Iphone 17,zeXnjyVHnXw,iPhone 17: A Practical Review After 100 Days!,https://www.youtube.com/watch?v=zeXnjyVHnXw,Beebom,2025-12-31T11:42:51Z,342246,322,7461.0,UgxFBysWQ0PluesHRNZ4AaABAg,@prestonfernandes84,iphone 17 not good,iphone 17 not good,0,english,False,False,,False,2026-01-18T13:45:27Z,18
Iphone 17,5SyVSFJYBRo,"iPhone 17 Unboxing in ಕನ್ನಡ⚡Bionic A19, 48MP Camera, Finally 120Hz 🤯Time to Upgrade??",https://www.youtube.com/watch?v=5SyVSFJYBRo,Tech in Kannada,2025-09-23T07:28:12Z,208885,240,6964.0,UgyMj16xKBXBiuJoUIV4AaABAg,@AjayKarabani,Charagea hatta vage eda phone 💯,charagea hatta vage eda phone 💯,1,english,False,False,,False,2026-05-18T14:20:18Z,31
Nintendo Switch,GUY54qZSboY,Here’s why I will never buy Switch 2 🙅‍♂️,https://www.youtube.com/watch?v=GUY54qZSboY,SwitchIt,2025-07-27T20:50:31Z,3523140,2964,29124.0,UgxpJ-I-SuRy_ASILsl4AaABAg,@borrellipatrick,What a loser,what a loser,0,english,False,False,,False,2026-05-27T14:55:35Z,12
Nintendo Switch,-NNCca97v98,My Nintendo Switch 2 Review (Doesn't Matter?),https://www.youtube.com/watch?v=-NNCca97v98,Marques Brownlee,2025-07-03T19:44:30Z,3540788,4665,77430.0,UgzdSCE7NaZH90cqwV94AaABAg,@jaredhayslip8014,Nintendo Company Is Price Price Price,nintendo company is price price price,0,english,False,False,,False,2026-05-21T00:44:04Z,37
Nintendo Switch,Anxm6kL6dDg,Unboxing the Nintendo Switch OLED Model!,https://www.youtube.com/watch?v=Anxm6kL6dDg,danomak,2021-10-26T18:35:23Z,7311591,1877,294263.0,Ugx0Rcw9C5YeCECR8W14AaABAg,@thesmartygamer3906,Ur so lucky u get to have a switch😢,ur so lucky u get to have a switch😢,1,english,False,False,,False,2025-10-15T12:29:50Z,35
Steam Deck,sYqisoq8Yp4,Should You Buy Steam Deck in 2025? Ft. Steam Deck OLED,https://www.youtube.com/watch?v=sYqisoq8Yp4,Venom's Tech,2024-12-24T16:21:03Z,211899,591,6572.0,UgwyQq2C_eVYWLHOmg54AaABAg,@PlayHuntX69,WAAH 10:35 itni kam power kii machinery par Black Myth Wukong chal sakta hai Lekin Xbox Series S par nahi 🤣🤣 ''BECAUSE THEY CAN'T OPTIMIZE IT '' Game science waalo itna bhi Jhooth mat bolo 🤮🤮,waah 10:35 itni kam power kii machinery par black myth wukong chal sakta hai lekin xbox series s par nahi 🤣🤣 ''because they can't optimize it '' game science waalo itna bhi jhooth mat bolo 🤮🤮,0,hinglish,False,False,,False,2025-04-07T11:49:03Z,191
Nintendo Switch,jgKJwvdyFps,I Bought Nintendo Switch Lite in 2026 | Worth It or Not?,https://www.youtube.com/watch?v=jgKJwvdyFps,Rounder's Tech,2026-02-25T13:30:51Z,49208,76,901.0,Ugw-Pww1OCtNkI3LYT94AaABAg,@jazzfcb7,Switch Lite king ❤,switch lite king ❤,0,english,False,False,,False,2026-04-21T06:34:10Z,18
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,Ugyuu7rJyE5xhNaoR-R4AaABAg,@MrSclus23,Lies the Steamdeck is totally worth it,lies the steamdeck is totally worth it,1,english,False,False,,False,2026-06-01T01:44:31Z,38
Steam Deck,-ksz-zFhmGA,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,UgxT7j_e1q6afaYgPdd4AaABAg,@hussainali9722,i followed because you are my brother in steam,i followed because you are my brother in steam,0,english,False,False,,False,2026-03-10T19:43:45Z,46
Nintendo Switch,wM2ZvZwaIac,Nintendo Switch Airport Security!,https://www.youtube.com/watch?v=wM2ZvZwaIac,EmSwizzle,2025-03-12T19:00:46Z,17805721,695,289800.0,UgwK7f00Z_IH7KBqFiF4AaABAg,@Abner3009,R.I.P Bomberman,r.i.p bomberman,0,english,False,False,,False,2026-05-31T04:15:03Z,15
Nintendo Switch,EXyrGU33d90,The Nintendo Switch 2 boot screen is everything #NintendoSwitch2 #Switch2,https://www.youtube.com/watch?v=EXyrGU33d90,Shannon Grixti,2025-06-05T13:12:02Z,7750311,1134,73935.0,UgxBf_UQQ_Cgfyh2wb54AaABAg,@TwoBrosBD,nintendo is a noot good for my family,nintendo is a noot good for my family,0,english,False,False,,False,2026-01-10T06:46:39Z,37
Steam Deck,uCVXqoVi6RE,Almost Perfect - Steam Deck OLED Review,https://www.youtube.com/watch?v=uCVXqoVi6RE,Linus Tech Tips,2023-11-09T18:02:46Z,3032335,4400,86557.0,Ugz9FIh6jdrYUl5rvj14AaABAg,@zeifenar8248,"This crap is still overpriced 180%

1000$ in europe 2025-11-14.",this crap is still overpriced 180% 1000$ in europe 2025-11-14.,1,english,False,False,,False,2025-11-15T00:23:18Z,62
Steam Deck,uCVXqoVi6RE,Almost Perfect - Steam Deck OLED Review,https://www.youtube.com/watch?v=uCVXqoVi6RE,Linus Tech Tips,2023-11-09T18:02:46Z,3032335,4400,86557.0,Ugz1VIgDjBLi1wLZpep4AaABAg,@outfromunder81,BOB! 3:58,bob! 3:58,0,english,False,False,,False,2024-11-17T20:08:02Z,9
Steam Deck,SSvi521GzFI,Steam Deck - Handheld Gaming Redefined?,https://www.youtube.com/watch?v=SSvi521GzFI,Venom's Tech,2022-12-20T12:22:19Z,890394,1348,27468.0,Ugy51rm38bn95GSpUUx4AaABAg,@mr.shantanucuber6537,Bhai price,bhai price,1,hinglish,False,False,,False,2024-02-07T15:16:07Z,10
Nintendo Switch,nfuKcjwh4gQ,Nintendo Switch 1 vs OLED vs Nintendo Switch 2 ALL SIZES,https://www.youtube.com/watch?v=nfuKcjwh4gQ,Paper Tay,2025-06-10T06:37:34Z,2214665,204,11012.0,UgxP7kIB7EbX2Ljn8ot4AaABAg,@Kazuto.k.c,If a switch 2 oled collector model come out yes,if a switch 2 oled collector model come out yes,0,english,False,False,,False,2026-05-28T16:35:30Z,47
Nintendo Switch,Anxm6kL6dDg,Unboxing the Nintendo Switch OLED Model!,https://www.youtube.com/watch?v=Anxm6kL6dDg,danomak,2021-10-26T18:35:23Z,7311591,1877,294263.0,UgxHc2kYuEAug0ZeDtV4AaABAg,@danomak,click the related video for 5 great games to play on your Nintendo Switch!,click the related video for 5 great games to play on your nintendo switch!,181,english,False,False,,False,2024-10-25T23:09:38Z,74
Nintendo Switch,AGqtGUVO3o4,Nintendo switch 2 #nintendo,https://www.youtube.com/watch?v=AGqtGUVO3o4,R&Kgaming,2025-04-15T05:08:50Z,953559,129,4669.0,UgwjcGQvqQrqDx3p2Fx4AaABAg,@kasandragirl29,New psvita pro max,new psvita pro max,1,english,False,False,,False,2025-06-19T06:36:01Z,18
Iphone 17,slOtZZmLX0I,iPhone 17 | My Review | Best iPhone Evaaa !!! | Sale King !! | Malayalam,https://www.youtube.com/watch?v=slOtZZmLX0I,CallMeShazzam TECH,2025-11-07T08:57:56Z,627809,872,18788.0,UgwGFm-PbgANOAqVObh4AaABAg,@Sreyaska23,17 charger engenne vangum,17 charger engenne vangum,0,english,False,False,,False,2026-05-13T18:01:13Z,25
Iphone 17,rng_yUSwrgU,iPhone 17 Review: No Asterisks!,https://www.youtube.com/watch?v=rng_yUSwrgU,Marques Brownlee,2025-10-01T20:41:40Z,6042816,5667,166471.0,UgyGYnitjR11qQ2yZnN4AaABAg,@rubendlarrosa,"The size. That’s what I get out of the pro phones, which is why im still on a 16 plus💔","the size. that’s what i get out of the pro phones, which is why im still on a 16 plus💔",1,english,False,False,,False,2026-04-23T17:19:34Z,86
Nintendo Switch,GUY54qZSboY,Here’s why I will never buy Switch 2 🙅‍♂️,https://www.youtube.com/watch?v=GUY54qZSboY,SwitchIt,2025-07-27T20:50:31Z,3523140,2964,29124.0,Ugz8yNqoMsgGKsp62294AaABAg,@BasicsMinus,Sorry but i have one,sorry but i have one,0,english,False,False,,False,2026-05-20T10:44:54Z,20
Nintendo Switch,kQmmov-keTU,PS5 vs Nintendo Switch!,https://www.youtube.com/watch?v=kQmmov-keTU,Life of Shubh,2025-09-20T12:35:12Z,3009672,618,50320.0,UgwXGaBOwDdYEADZ7tt4AaABAg,@Adityagamerz96,Likin tera ye Nintendo gta 6 chala sakta hai😂,likin tera ye nintendo gta 6 chala sakta hai😂,0,hinglish,False,False,,False,2026-04-25T17:25:44Z,45
Nintendo Switch,GUY54qZSboY,Here’s why I will never buy Switch 2 🙅‍♂️,https://www.youtube.com/watch?v=GUY54qZSboY,SwitchIt,2025-07-27T20:50:31Z,3523140,2964,29124.0,UgyjVJJDzAkbm97J-G14AaABAg,@Ray12tn-e,Unfair for Nintendo and Nintendo will most likely sue you,unfair for nintendo and nintendo will most likely sue you,0,english,False,False,,False,2026-05-12T20:29:52Z,57
Iphone 17,JxX9_mzOhsE,Why the base iPhone 17 is the best phone I've ever owned,https://www.youtube.com/watch?v=JxX9_mzOhsE,Carter Nolan,2025-11-08T13:30:18Z,274231,659,6730.0,UgyQRoEUpgFtczKKWDt4AaABAg,@MissSmurfey,It’s a shame it only has 10 x max zoom,it’s a shame it only has 10 x max zoom,0,english,False,False,,False,2026-01-29T15:13:07Z,38
Nintendo Switch,9flte56erE8,Nintendo Switch 2 – Overview Trailer,https://www.youtube.com/watch?v=9flte56erE8,Nintendo of America,2025-04-02T14:06:26Z,5938693,18030,145573.0,UgzqwjnpSTNr-pZDAuZ4AaABAg,@melisak91,DROP THE PRICE,drop the price,0,english,False,False,,False,2025-11-05T22:13:09Z,14
Nintendo Switch,Kj-AZA4khVo,Nintendo Switch 2: A Pricey Disappointment?,https://www.youtube.com/watch?v=Kj-AZA4khVo,Venom's Tech,2025-07-03T14:00:00Z,595991,1258,24002.0,UgzTyi9j32dmp_C7zrN4AaABAg,@ZaidZaid-pn8dd,This is just waste of money,this is just waste of money,0,english,False,False,,False,2025-11-13T04:59:57Z,27
Nintendo Switch,Kj-AZA4khVo,Nintendo Switch 2: A Pricey Disappointment?,https://www.youtube.com/watch?v=Kj-AZA4khVo,Venom's Tech,2025-07-03T14:00:00Z,595991,1258,24002.0,Ugw1KXqfF5ifLHOhdFV4AaABAg,@SyedZaid-cc4ji,Bhai please gift kr do ❤,bhai please gift kr do ❤,0,hinglish,False,False,,False,2026-02-01T21:45:18Z,24
Iphone 17,9361Amm3dvQ,iPhone 17 - 8 Months Later Honest Review (Life After The Hype),https://www.youtube.com/watch?v=9361Amm3dvQ,Naseem Speach,2026-06-03T07:58:45Z,8261,37,398.0,UgwAhZEYnoQJJKqPls54AaABAg,@Pandacism,"I feel like they finally gave it all to the base model 17 because of the redesign of the Pro.
People would still buy the Pro no matter what because the phone just looks so much different than the previous models. While the base model looks EXACTLY like the previous model.

Smart move by Apple, because despite the base model actually being the best value for money in the iPhone 17 lineup, people still salivate and still crowded on the Pros because it looks different.
And the sales prove it, because even though the base model surpassed the sales of the Pros, a staggering amount of people still opted for the Pro models.","i feel like they finally gave it all to the base model 17 because of the redesign of the pro. people would still buy the pro no matter what because the phone just looks so much different than the previous models. while the base model looks exactly like the previous model. smart move by apple, because despite the base model actually being the best value for money in the iphone 17 lineup, people still salivate and still crowded on the pros because it looks different. and the sales prove it, because even though the base model surpassed the sales of the pros, a staggering amount of people still opted for the pro models.",0,english,False,False,,False,2026-06-04T03:05:42Z,623
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,Ugz1Ph5208bnnxC022V4AaABAg,@blairnewey8968,"Mine just arrived today, already liked the idea of a portable gaming device that can run big games, but once I found out it’s an emulating marvel, I immediately folded. The second I had my hands on it, I spend 30 minutes figuring out emulation. Already started replaying Zelda twilight princess🥴","mine just arrived today, already liked the idea of a portable gaming device that can run big games, but once i found out it’s an emulating marvel, i immediately folded. the second i had my hands on it, i spend 30 minutes figuring out emulation. already started replaying zelda twilight princess🥴",0,english,False,False,,False,2025-11-17T15:54:39Z,295
Steam Deck,uCVXqoVi6RE,Almost Perfect - Steam Deck OLED Review,https://www.youtube.com/watch?v=uCVXqoVi6RE,Linus Tech Tips,2023-11-09T18:02:46Z,3032335,4400,86557.0,Ugwo-bARGTVshtBrzCp4AaABAg,@imranibnismail,can we get another update post-production?,can we get another update post-production?,0,english,False,False,,False,2025-04-07T08:52:21Z,42
Nintendo Switch,-NNCca97v98,My Nintendo Switch 2 Review (Doesn't Matter?),https://www.youtube.com/watch?v=-NNCca97v98,Marques Brownlee,2025-07-03T19:44:30Z,3540788,4665,77430.0,Ugw5aDETi0w5IlH9sGN4AaABAg,@Redwrx20,Star fox in June .. i need a switch 2 now,star fox in june . i need a switch 2 now,0,english,False,False,,False,2026-05-06T22:32:21Z,40
Nintendo Switch,KfGCh6pm5aQ,Can these Switch 2 Items Work with Switch 1?  #nintendoswitch2 #nintendoswitch #gamingaccessories,https://www.youtube.com/watch?v=KfGCh6pm5aQ,FastSnail,2025-08-31T01:42:19Z,1536505,68,8254.0,Ugw3b8YRWzoHOHfJO6x4AaABAg,@nelsonvillano2389,You'd better cannot use the software from Nintendo Switch 2 due to hardware difference,you'd better cannot use the software from nintendo switch 2 due to hardware difference,0,english,False,False,,False,2026-02-21T00:34:03Z,86
Steam Deck,uCVXqoVi6RE,Almost Perfect - Steam Deck OLED Review,https://www.youtube.com/watch?v=uCVXqoVi6RE,Linus Tech Tips,2023-11-09T18:02:46Z,3032335,4400,86557.0,UgzEpF_tVtDg8YWDuQh4AaABAg,@tomgargano9066,Out For a Rip! Great song and hell of an Easter egg,out for a rip! great song and hell of an easter egg,0,english,False,False,,False,2025-07-06T00:56:31Z,51
Nintendo Switch,kQmmov-keTU,PS5 vs Nintendo Switch!,https://www.youtube.com/watch?v=kQmmov-keTU,Life of Shubh,2025-09-20T12:35:12Z,3009672,618,50320.0,Ugxd7vWq-zgrM41fCg94AaABAg,@rock.thestone,Phir bhi kabhi nhi lunga,phir bhi kabhi nhi lunga,0,english,False,False,,False,2026-03-21T04:07:35Z,24
Nintendo Switch,EXyrGU33d90,The Nintendo Switch 2 boot screen is everything #NintendoSwitch2 #Switch2,https://www.youtube.com/watch?v=EXyrGU33d90,Shannon Grixti,2025-06-05T13:12:02Z,7750311,1134,73935.0,UgxV2vaSncjrab3xfGJ4AaABAg,@adminapkxd51034-alt,The boot up was C.L.E.A.N 👏👏,the boot up was c.l.e.a.n 👏👏,1,english,False,False,,False,2026-01-02T04:02:07Z,28
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,Ugz51hWvHfzyEbweva94AaABAg,@Mariosplushvideos3,..didnt you already make this short but with the switch 1?,.didnt you already make this short but with the switch 1?,0,english,False,False,,False,2026-04-29T14:34:15Z,57
Iphone 17,rng_yUSwrgU,iPhone 17 Review: No Asterisks!,https://www.youtube.com/watch?v=rng_yUSwrgU,Marques Brownlee,2025-10-01T20:41:40Z,6042816,5667,166471.0,UgwSL3ZaTD7qY8LTAAl4AaABAg,@Henry.trew21,Went from my old iPhone SE2 to the 17 base and i have to say... Its amazing.,went from my old iphone se2 to the 17 base and i have to say. its amazing.,0,english,False,False,,False,2026-04-14T18:08:32Z,74
Nintendo Switch,srhVO3QmKEw,Switch or Switch 2?,https://www.youtube.com/watch?v=srhVO3QmKEw,More1980sGamer,2025-06-08T18:51:45Z,6222393,2634,69005.0,UgxdF3i9iEyD7lmd_cB4AaABAg,@shaniayasserie1542,Tùþĥ ðÿě ĥþèị oʻùŕà .,tùþĥ ðÿě ĥþèị oʻùŕà .,0,english,False,False,,False,2026-05-31T08:59:56Z,21
Nintendo Switch,nfuKcjwh4gQ,Nintendo Switch 1 vs OLED vs Nintendo Switch 2 ALL SIZES,https://www.youtube.com/watch?v=nfuKcjwh4gQ,Paper Tay,2025-06-10T06:37:34Z,2214665,204,11012.0,UgxxXVRsufKIKSH7r9x4AaABAg,@zombi3859,Tu aime call of duty moi oui sur mon pc et ma légion go,tu aime call of duty moi oui sur mon pc et ma légion go,0,english,False,False,,False,2025-06-11T17:56:08Z,55
Iphone 17,JxX9_mzOhsE,Why the base iPhone 17 is the best phone I've ever owned,https://www.youtube.com/watch?v=JxX9_mzOhsE,Carter Nolan,2025-11-08T13:30:18Z,274231,659,6730.0,UgwhAde9L6NIqkBOy4l4AaABAg,@atl3630,I can afford whatever I want. I had the Air and the 17 pro. I strongly prefer the 17. Excellent phone,i can afford whatever i want. i had the air and the 17 pro. i strongly prefer the 17. excellent phone,0,english,False,False,,False,2026-02-21T02:08:43Z,101
Iphone 17,ZUydETmYCgw,iPhone 17 - 3 Months Later (Long Term Review),https://www.youtube.com/watch?v=ZUydETmYCgw,Created Tech,2025-12-17T12:36:55Z,278079,335,4549.0,UgwGVwenbGcYZEJAqg14AaABAg,@СашаМакогоненко-т4т,"Maaaan, you do a such a great job with creating tech vids 🔥
But why would you need to learn that cancer-culture language and even mention that in your videos. It’s so painful to see people being excited about that damn messed up country with it’s messed up culture and will to devour it’s neighbors.","maaaan, you do a such a great job with creating tech vids 🔥 but why would you need to learn that cancer-culture language and even mention that in your videos. it’s so painful to see people being excited about that damn messed up country with it’s messed up culture and will to devour it’s neighbors.",0,english,False,False,,False,2026-02-17T07:55:38Z,299
Nintendo Switch,kQmmov-keTU,PS5 vs Nintendo Switch!,https://www.youtube.com/watch?v=kQmmov-keTU,Life of Shubh,2025-09-20T12:35:12Z,3009672,618,50320.0,Ugxuedj36KTiMY12ezJ4AaABAg,@Huzaifa_Recordz-e,Ps4 laughing at the corner 💀,ps4 laughing at the corner 💀,0,english,False,False,,False,2026-05-09T16:59:00Z,28
Nintendo Switch,NxRdYFYyeOo,💞 Nintendo switch unboxing ✨🎀,https://www.youtube.com/watch?v=NxRdYFYyeOo,ROSE F W ,2024-12-31T02:24:35Z,22019105,899,211333.0,Ugzl6SciU_TYwp7J-9V4AaABAg,@h.r.gaminglist497,The unboxing is one of the best part of any product you buy,the unboxing is one of the best part of any product you buy,0,english,False,False,,False,2026-06-01T16:01:21Z,59
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,UgxPHtTzRDNzWXuKIBl4AaABAg,@BoxxedRabbit,Fellow nine sols player i may see,fellow nine sols player i may see,1,english,False,False,,False,2026-01-08T20:55:24Z,33
Nintendo Switch,1uEYIGw74cc,New Nintendo switch 2 games are too expensive!! #nintendo #Nintendoswitch,https://www.youtube.com/watch?v=1uEYIGw74cc,NDSrevival,2025-04-27T05:30:48Z,1958860,457,14113.0,Ugw8KJbTSiIYtljB16p4AaABAg,@YTthatdev,bro had gta 6,bro had gta 6,0,english,False,False,,False,2026-02-19T20:23:19Z,13
Nintendo Switch,9flte56erE8,Nintendo Switch 2 – Overview Trailer,https://www.youtube.com/watch?v=9flte56erE8,Nintendo of America,2025-04-02T14:06:26Z,5938693,18030,145573.0,UgxpXXQtXhvb1LP6ACJ4AaABAg,@SuperJoshBoyGaming,"I SuperJoshBoyGaming Have a Nintendo Switch 2? I need Upgraded like a Powerful Console and Pc 60Fps and 120fps ❤ My Jacob Bought Me A Nintendo Switch 2 Christmas 2025 December 
❤ SuperJoshboyGaming Love Powerful Upgrades Expensive Gaming Electronics Platforms Nintendo,  Sony PlayStation, Microsoft Xbox , PC? Nintendo Need That Powerful Upgraded  Like Xbox, PlayStation, Pc","i superjoshboygaming have a nintendo switch 2? i need upgraded like a powerful console and pc 60fps and 120fps ❤ my jacob bought me a nintendo switch 2 christmas 2025 december ❤ superjoshboygaming love powerful upgrades expensive gaming electronics platforms nintendo, sony playstation, microsoft xbox , pc? nintendo need that powerful upgraded like xbox, playstation, pc",0,english,False,False,,False,2026-01-28T20:20:34Z,371
Steam Deck,sYqisoq8Yp4,Should You Buy Steam Deck in 2025? Ft. Steam Deck OLED,https://www.youtube.com/watch?v=sYqisoq8Yp4,Venom's Tech,2024-12-24T16:21:03Z,211899,591,6572.0,UgyRaWsTUUKnv1oyO4B4AaABAg,@rohitorange,"Xbox Cloud gaming ka setup hai 8:45 wale video mein, jiska link description mein nhi dala hai. 
India main Xbox Cloud gaming nhi hai.
Pehle video ko chala kar toh dekh liya kar btane se pehle.","xbox cloud gaming ka setup hai 8:45 wale video mein, jiska link description mein nhi dala hai. india main xbox cloud gaming nhi hai. pehle video ko chala kar toh dekh liya kar btane se pehle.",0,hinglish,False,False,,False,2025-02-12T19:10:13Z,191
Nintendo Switch,nfuKcjwh4gQ,Nintendo Switch 1 vs OLED vs Nintendo Switch 2 ALL SIZES,https://www.youtube.com/watch?v=nfuKcjwh4gQ,Paper Tay,2025-06-10T06:37:34Z,2214665,204,11012.0,UgxIKR98yzhKC_aBOUN4AaABAg,@BonnieMetuamate-k8c,where's switch lite?,where's switch lite?,1,english,False,False,,False,2026-04-15T21:40:25Z,20
Iphone 17,KoOWbSeL-Z8,😎 இதான் 2025 'ல் சிறந்த iPhone..🔥 iPhone 17 Review ⭐️Tech Superstar⭐️,https://www.youtube.com/watch?v=KoOWbSeL-Z8,Tech SuperStar,2025-10-19T04:30:18Z,438363,390,13293.0,Ugzu-FWY7d9463OhqM54AaABAg,@CaronaParthasarathy,Normal jio sim potuklama bro?,normal jio sim potuklama bro?,0,english,False,False,,False,2026-01-10T05:01:55Z,29
Nintendo Switch,Z8LydHG7GXA,Nintendo Switch 2 Unboxing #nintendo #switch2,https://www.youtube.com/watch?v=Z8LydHG7GXA,Dominic Malta,2025-06-09T06:11:22Z,1990449,182,18471.0,UgxPP9iyXrVg_vRD-pF4AaABAg,@jackwandnunez9581,I don't know what i should buy a steam deck or nintendo switch. 2,i don't know what i should buy a steam deck or nintendo switch. 2,6,english,False,False,,False,2025-06-09T07:29:09Z,65
Nintendo Switch,EXyrGU33d90,The Nintendo Switch 2 boot screen is everything #NintendoSwitch2 #Switch2,https://www.youtube.com/watch?v=EXyrGU33d90,Shannon Grixti,2025-06-05T13:12:02Z,7750311,1134,73935.0,UgxDKr6nHWV7s0iYPWN4AaABAg,@Evaldo-p9i,You switch 2 you adiós adiós,you switch 2 you adiós adiós,0,english,False,False,,False,2026-05-16T19:15:51Z,28
Nintendo Switch,GUY54qZSboY,Here’s why I will never buy Switch 2 🙅‍♂️,https://www.youtube.com/watch?v=GUY54qZSboY,SwitchIt,2025-07-27T20:50:31Z,3523140,2964,29124.0,UgyaGrNjRpWL-Xm8hzN4AaABAg,@Alangamer300_oficial,Delete the account,delete the account,0,english,False,False,,False,2026-05-13T03:02:33Z,18
Steam Deck,NdvMEz6RXTI,The Steam Deck Has a BIG Problem,https://www.youtube.com/watch?v=NdvMEz6RXTI,Austin Evans,2026-03-15T15:01:35Z,201030,1105,6074.0,UgyBk0eG3Lkgmsgv71B4AaABAg,@BN99239,"The newer ROG Ally Xbox is $500 right now and it's honestly pretty good. I had a steam deck before but I couldn't run other games I wanted to due to anticheat issues. I'm not a big fan of Win 11 on a handheld device either, but you can easily just buy another SSD and install Steam OS on there. It's pretty simple.","the newer rog ally xbox is $500 right now and it's honestly pretty good. i had a steam deck before but i couldn't run other games i wanted to due to anticheat issues. i'm not a big fan of win 11 on a handheld device either, but you can easily just buy another ssd and install steam os on there. it's pretty simple.",0,english,False,False,,False,2026-04-17T20:11:30Z,314
Nintendo Switch,NxRdYFYyeOo,💞 Nintendo switch unboxing ✨🎀,https://www.youtube.com/watch?v=NxRdYFYyeOo,ROSE F W ,2024-12-31T02:24:35Z,22019105,899,211333.0,UgwNHYQjdtf0piUZrtF4AaABAg,@adaosmanaj8689,I have one,i have one,1,english,False,False,,False,2026-02-07T19:56:58Z,10
