product_query,video_id,video_title,video_url,channel_name,published_at,view_count,comment_count,video_like_count,comment_id,author_name,comment_text,cleaned_comment_text,comment_like_count,detected_language,is_empty,is_deleted,is_short_comment,is_spam,updated_at,comment_length
Nintendo Switch,EXyrGU33d90,The Nintendo Switch 2 boot screen is everything #NintendoSwitch2 #Switch2,https://www.youtube.com/watch?v=EXyrGU33d90,Shannon Grixti,2025-06-05T13:12:02Z,7750311,1134,73935.0,Ugz8Qu5mwO56B-wvdy94AaABAg,@OswaldMM2,I want one so bad 😫,i want one so bad 😫,0,english,False,False,,False,2026-03-18T15:17:54Z,19
Steam Deck,6iV-_MPxoPc,Endlich AAA-Spiele für Leute mit wenig Zeit – perfekt für Steam Deck & Co.,https://www.youtube.com/watch?v=6iV-_MPxoPc,Steam Dad,2026-06-04T07:00:23Z,1763,40,181.0,UgyC-LEHTdmFEKQTbqR4AaABAg,@Commander_Riker-x2l,"Indiana Jones und 007 sind auch meine Top 2 in diesem Monat. Platz 3 wäre bei mir Forza Horizon 6 geworden, da auch dieser Teil wieder super optimiert für Handhelds ist. Wobei hier zwischen Claw 8Ai+ und SteamDeck was Performance und Bildqualität tatsächlich schon Welten liegen. XESS ist FSR 3.1 einfach mal um längen überlegen.
Übrigens, mit dem Release von Indiana Jones auf der Switch 2, hat Maschine Games auch nochmal einen Patch für die PC Version nachgeschoben, der die CPU Optimierungen der Switch 2 auch auf den PC bringt. Damit lässt sich auch der Ägypten Level, wo vorher in einigen Bereichen gerade mal 24 FPS geschafft wurden, jetzt ohne Probleme mit 30 FPS + auf der Claw spielen.
Bei 007 First Light bin ich sehr auf die Switch 2 Version gespannt. Der unterschied in dem Spiel zwischen FSR und DLSS sind Welten. Daher gehe ich mal davon aus das die Switch Version, ähnlich wie Indiana Jones, eine deutlich bessere Bildschärfe haben wird und damit dann auch wieder die XBox Series S ausstechen wird, was die Bildqualität betrifft.","indiana jones und 007 sind auch meine top 2 in diesem monat. platz 3 wäre bei mir forza horizon 6 geworden, da auch dieser teil wieder super optimiert für handhelds ist. wobei hier zwischen claw 8ai+ und steamdeck was performance und bildqualität tatsächlich schon welten liegen. xess ist fsr 3.1 einfach mal um längen überlegen. übrigens, mit dem release von indiana jones auf der switch 2, hat maschine games auch nochmal einen patch für die pc version nachgeschoben, der die cpu optimierungen der switch 2 auch auf den pc bringt. damit lässt sich auch der ägypten level, wo vorher in einigen bereichen gerade mal 24 fps geschafft wurden, jetzt ohne probleme mit 30 fps + auf der claw spielen. bei 007 first light bin ich sehr auf die switch 2 version gespannt. der unterschied in dem spiel zwischen fsr und dlss sind welten. daher gehe ich mal davon aus das die switch version, ähnlich wie indiana jones, eine deutlich bessere bildschärfe haben wird und damit dann auch wieder die xbox series s ausstechen wird, was die bildqualität betrifft.",1,english,False,False,,False,2026-06-04T08:58:15Z,1045
Nintendo Switch,y7KhI33j2E4,"Nintendo DIRECT : ça se CONFIRME ! 😱 SWITCH 2, les news tant attendues !! 🔥",https://www.youtube.com/watch?v=y7KhI33j2E4,Edouard_EMB,2026-06-04T04:30:05Z,6963,33,649.0,UgyrxeoxyOyEhaEmiOd4AaABAg,@HerveRochelais017,"Bonjour Édouard ✌️ et la commu , idem il sortira le 9 Juin sachant que la coupe du monde de foot commence le 10","bonjour édouard ✌️ et la commu , idem il sortira le 9 juin sachant que la coupe du monde de foot commence le 10",0,english,False,False,,False,2026-06-04T06:50:28Z,111
Iphone 17,slOtZZmLX0I,iPhone 17 | My Review | Best iPhone Evaaa !!! | Sale King !! | Malayalam,https://www.youtube.com/watch?v=slOtZZmLX0I,CallMeShazzam TECH,2025-11-07T08:57:56Z,627809,872,18788.0,Ugy_Tx0uNXG3Df14Shh4AaABAg,@saranyadeepu2896,Watching on iPhone 17,watching on iphone 17,2,english,False,False,,False,2026-03-23T16:43:05Z,21
Nintendo Switch,Z8LydHG7GXA,Nintendo Switch 2 Unboxing #nintendo #switch2,https://www.youtube.com/watch?v=Z8LydHG7GXA,Dominic Malta,2025-06-09T06:11:22Z,1990449,182,18471.0,UgxlhzyaP8RDjqMJoEN4AaABAg,@Brony2002,"When I get my Nintendo Switch 2 after my mom gets her check, I will be carrying it like my main unit like how squirrels carry their nuts, because the system came out on my birthday.","when i get my nintendo switch 2 after my mom gets her check, i will be carrying it like my main unit like how squirrels carry their nuts, because the system came out on my birthday.",31,english,False,False,,False,2025-12-26T23:19:00Z,181
Nintendo Switch,haGDkJsDUMk,Nintendo Switch 2 Review - Best Worst Console Ever.,https://www.youtube.com/watch?v=haGDkJsDUMk,Mrwhosetheboss,2025-06-14T11:19:00Z,2806268,6111,69347.0,UgzS4V4qaqHILcOclr54AaABAg,@o-o0-043,"The Switch 2 is my first Nintendo console barely use it but do I regret buying it, surprisingly no. The time I do use it during a home group situation it is amazing, the new controllers are a big improvement over the original. When I play Smash, Mario Kart, or Mario Party with people over it is the best time I have playing a video game. I’ve played some of the single player games for the first time like Odyssey, Wonder, and the new DK, and they are amazing so I don’t regret my time. Marvel Rivals has consumed my life gaming wise, so when it’s added I’ll surely use it more, but for now I’m waiting for the new 3D Mario game or a new group/party type game.","the switch 2 is my first nintendo console barely use it but do i regret buying it, surprisingly no. the time i do use it during a home group situation it is amazing, the new controllers are a big improvement over the original. when i play smash, mario kart, or mario party with people over it is the best time i have playing a video game. i’ve played some of the single player games for the first time like odyssey, wonder, and the new dk, and they are amazing so i don’t regret my time. marvel rivals has consumed my life gaming wise, so when it’s added i’ll surely use it more, but for now i’m waiting for the new 3d mario game or a new group/party type game.",1,english,False,False,,False,2026-04-04T09:49:35Z,661
Nintendo Switch,srhVO3QmKEw,Switch or Switch 2?,https://www.youtube.com/watch?v=srhVO3QmKEw,More1980sGamer,2025-06-08T18:51:45Z,6222393,2634,69005.0,Ugzp_fczqUWBlFkNp6p4AaABAg,@ihatelogokidssomuch,Matt sounds different today,matt sounds different today,0,english,False,False,,False,2026-05-07T16:19:47Z,27
Nintendo Switch,kQmmov-keTU,PS5 vs Nintendo Switch!,https://www.youtube.com/watch?v=kQmmov-keTU,Life of Shubh,2025-09-20T12:35:12Z,3009672,618,50320.0,UgykwPpzuiVfOudj_Fd4AaABAg,@bakchod35,Isase badhiya mein PS4 mein le Lun,isase badhiya mein ps4 mein le lun,0,english,False,False,,False,2026-03-26T13:58:33Z,34
Iphone 17,zeXnjyVHnXw,iPhone 17: A Practical Review After 100 Days!,https://www.youtube.com/watch?v=zeXnjyVHnXw,Beebom,2025-12-31T11:42:51Z,342246,322,7461.0,Ugx5My2BEmRnlQF0IPR4AaABAg,@nicoletiana,i have the 17 in black. i love this phone. if anyone is thinking of upgrading to the 17.. GET IT! you'll love it.,i have the 17 in black. i love this phone. if anyone is thinking of upgrading to the 17. get it! you'll love it.,4,english,False,False,,False,2026-01-05T19:31:53Z,112
Iphone 17,5SyVSFJYBRo,"iPhone 17 Unboxing in ಕನ್ನಡ⚡Bionic A19, 48MP Camera, Finally 120Hz 🤯Time to Upgrade??",https://www.youtube.com/watch?v=5SyVSFJYBRo,Tech in Kannada,2025-09-23T07:28:12Z,208885,240,6964.0,UgwutsqaMzo65WliR9V4AaABAg,@universalvibes1705,Guru thanks for reviewing. Purchase madoke research madtidde. Gud vedio,guru thanks for reviewing. purchase madoke research madtidde. gud vedio,1,english,False,False,,False,2026-04-22T17:23:22Z,71
Nintendo Switch,Kj-AZA4khVo,Nintendo Switch 2: A Pricey Disappointment?,https://www.youtube.com/watch?v=Kj-AZA4khVo,Venom's Tech,2025-07-03T14:00:00Z,595991,1258,24002.0,UgzzJ-HrtWr_bMlOBLF4AaABAg,@GodvelocityGodvelocity,"Maine tere video pe report mar diya hai too kuch bhi bol raha tha na masod. Tune jo information bataya wo sab bass console se bad sides tha . Good sides to tube bataya hi nahi. Tu bina good sides bataya tu kaise bol sakta hai ki wo console kharab hai tuje pasand nahi to mat le na. Tu Sony Ps ka 14 hai so tu ussi wajah to other consoles ko kuch bhi bolega, yahi reason hai jis wajah se tu switch 2 ko hate de raha hai.","maine tere video pe report mar diya hai too kuch bhi bol raha tha na masod. tune jo information bataya wo sab bass console se bad sides tha . good sides to tube bataya hi nahi. tu bina good sides bataya tu kaise bol sakta hai ki wo console kharab hai tuje pasand nahi to mat le na. tu sony ps ka 14 hai so tu ussi wajah to other consoles ko kuch bhi bolega, yahi reason hai jis wajah se tu switch 2 ko hate de raha hai.",0,hinglish,False,False,,False,2025-12-01T13:03:27Z,419
Steam Deck,2EyGYUyi5mI,The Steam Deck Has a Problem... (in 2026),https://www.youtube.com/watch?v=2EyGYUyi5mI,Garrett Crespo,2026-04-13T15:00:05Z,27422,216,522.0,UgxjW_Q4No2iuCtxqI94AaABAg,@R1nxu,"5:22 $100 more expensive?... buddy. theyre sold out new and refrubished. i had to buy a $1000 oled 1tb on ebay refurbished. ONE THOUSAND DOLLARS! my audio jack is ran through i think and when i use headphones in the audio jack and i touch my screen, i hear everything i touch. idk how to describe that. theres constant weird nosies and when i touch the screen i heard weird static noises with each touch. the type-c port with an audiojack to type c dongle doesnt do this. idrk what to do and i might return it sadly. i want a steam deck brand new for the rewards that have been taken from my devices serial number. but steam wont restock the steam deck....idrk what to do right now. should i send it back?  should i deal with it? im dealing with audio issues where sometimes it requires a restart of the device for my device to remember it has an output device plugged in or even the native speakers on the thing. if anyone reads this, please give me a tip.","5:22 $100 more expensive?. buddy. theyre sold out new and refrubished. i had to buy a $1000 oled 1tb on ebay refurbished. one thousand dollars! my audio jack is ran through i think and when i use headphones in the audio jack and i touch my screen, i hear everything i touch. idk how to describe that. theres constant weird nosies and when i touch the screen i heard weird static noises with each touch. the type-c port with an audiojack to type c dongle doesnt do this. idrk what to do and i might return it sadly. i want a steam deck brand new for the rewards that have been taken from my devices serial number. but steam wont restock the steam deck.idrk what to do right now. should i send it back? should i deal with it? im dealing with audio issues where sometimes it requires a restart of the device for my device to remember it has an output device plugged in or even the native speakers on the thing. if anyone reads this, please give me a tip.",1,english,False,False,,False,2026-04-17T16:18:21Z,951
Nintendo Switch,kQmmov-keTU,PS5 vs Nintendo Switch!,https://www.youtube.com/watch?v=kQmmov-keTU,Life of Shubh,2025-09-20T12:35:12Z,3009672,618,50320.0,Ugw9_rvIfj1aEP5stDt4AaABAg,@Harrington-h5g,Bhai mujhe jailbreak ps4 slim mil rahi hai 24k me .Khareed lu?,bhai mujhe jailbreak ps4 slim mil rahi hai 24k me .khareed lu?,0,hinglish,False,False,,False,2026-03-13T12:02:16Z,62
Iphone 17,KoOWbSeL-Z8,😎 இதான் 2025 'ல் சிறந்த iPhone..🔥 iPhone 17 Review ⭐️Tech Superstar⭐️,https://www.youtube.com/watch?v=KoOWbSeL-Z8,Tech SuperStar,2025-10-19T04:30:18Z,438363,390,13293.0,UgwltUBr1UXHPNDNMZp4AaABAg,@bxnff,Charge potu use panna ethachu problem varuma bro?,charge potu use panna ethachu problem varuma bro?,0,english,False,False,,False,2026-03-19T21:13:41Z,49
Steam Deck,2EyGYUyi5mI,The Steam Deck Has a Problem... (in 2026),https://www.youtube.com/watch?v=2EyGYUyi5mI,Garrett Crespo,2026-04-13T15:00:05Z,27422,216,522.0,Ugxze-tWjEK17Q08wUZ4AaABAg,@Nopal_ku,The switch 2 just came out more games are being optimized for it just look at pragmata or RE9 is a win for Nintendo players since they get full triple AAA games(even when they keep crying that there is no 3D mario) and a win for PC handhelds users since a switch 2 version makes it easier to optimize for them.,the switch 2 just came out more games are being optimized for it just look at pragmata or re9 is a win for nintendo players since they get full triple aaa games(even when they keep crying that there is no 3d mario) and a win for pc handhelds users since a switch 2 version makes it easier to optimize for them.,0,english,False,False,,False,2026-04-16T15:24:32Z,310
Iphone 17,rng_yUSwrgU,iPhone 17 Review: No Asterisks!,https://www.youtube.com/watch?v=rng_yUSwrgU,Marques Brownlee,2025-10-01T20:41:40Z,6042816,5667,166471.0,UgzuJvcgW9Ng94A1vkt4AaABAg,@MunishKhurana-yb4wg,Why does all reviews keep forgetting that Pro phone have 12gb RAM compared to 8gb which may not be a big deal now but can be important to people using who usually upgrade their phones less frequently.,why does all reviews keep forgetting that pro phone have 12gb ram compared to 8gb which may not be a big deal now but can be important to people using who usually upgrade their phones less frequently.,1,english,False,False,,False,2026-05-10T05:13:03Z,200
Nintendo Switch,EXyrGU33d90,The Nintendo Switch 2 boot screen is everything #NintendoSwitch2 #Switch2,https://www.youtube.com/watch?v=EXyrGU33d90,Shannon Grixti,2025-06-05T13:12:02Z,7750311,1134,73935.0,UgxQJm3p-g6mkQe5h-94AaABAg,@magicalriiya,My dad doesn't let me buy it😢,my dad doesn't let me buy it😢,0,english,False,False,,False,2026-02-13T06:20:22Z,29
Nintendo Switch,kQmmov-keTU,PS5 vs Nintendo Switch!,https://www.youtube.com/watch?v=kQmmov-keTU,Life of Shubh,2025-09-20T12:35:12Z,3009672,618,50320.0,UgxZCNXDfhoHQLCD9zt4AaABAg,@shreekrishnagg,"Baccho ki console haii 😂😂 nintendo aur jo triple a titles haii wo to tatti haii jese witcher 3 looks like mobile game ,mk 1 to nihayati ghatia haii wo to straight up ps2 ki game lagti haii nintendo only outsold ps5 beacue its a kids console ek baar use kiya wuske baad bechdiya 😂😂😂switch is useless","baccho ki console haii 😂😂 nintendo aur jo triple a titles haii wo to tatti haii jese witcher 3 looks like mobile game ,mk 1 to nihayati ghatia haii wo to straight up ps2 ki game lagti haii nintendo only outsold ps5 beacue its a kids console ek baar use kiya wuske baad bechdiya 😂😂😂switch is useless",0,hinglish,False,False,,False,2026-04-27T05:13:50Z,298
Nintendo Switch,IDct11-EY4o,$10 vs $500 Nintendo Switch!,https://www.youtube.com/watch?v=IDct11-EY4o,EmSwizzle,2024-10-27T19:00:10Z,15379882,1155,237228.0,Ugz1wnzx6BLOXh8Dfb54AaABAg,@GhaycelCayabyab,Steam deck,steam deck,0,english,False,False,,False,2026-05-06T04:45:20Z,10
Steam Deck,581EzlDCJyw,A Harsh Truth I Realized After Buying A Steam Deck,https://www.youtube.com/watch?v=581EzlDCJyw,Aman,2026-03-21T00:00:06Z,34098,161,1150.0,UgzUhlW4OKlKg_XP63R4AaABAg,@Georgy46NZ,Hey so im thinking about building a pc (not 100% sure tho) and i think ur supposed to buy ram but because of AI its very expensive can you make a video to help please?,hey so im thinking about building a pc (not 100% sure tho) and i think ur supposed to buy ram but because of ai its very expensive can you make a video to help please?,0,english,False,False,,False,2026-03-22T06:15:41Z,167
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,UgxsYYj7-gUjZc_GGCx4AaABAg,@peterixxx,"Realistically, I cannot recommend buying any compurter right now. The prices are absolute nonsense.","realistically, i cannot recommend buying any compurter right now. the prices are absolute nonsense.",0,english,False,False,,False,2026-06-01T15:58:58Z,99
Nintendo Switch,qDkkPYSwy04,Nintendo Switch VS PS Portal (Which is Best Gaming Handheld COnsole?),https://www.youtube.com/watch?v=qDkkPYSwy04,Onespot Tech,2025-01-08T11:50:08Z,1095375,394,8715.0,UgzUY4fa2khTbFuaQiN4AaABAg,@rohitjejani4936,Agar hamare pas ps5 nahi hai to ps portal to gaya Kam se aur Nintendo switch me to kuch connect bhi nhi karna parata hai,agar hamare pas ps5 nahi hai to ps portal to gaya kam se aur nintendo switch me to kuch connect bhi nhi karna parata hai,0,hinglish,False,False,,False,2026-03-19T07:43:05Z,120
Steam Deck,VYCFv25Z00A,The Steam Deck Sold Out AGAIN...,https://www.youtube.com/watch?v=VYCFv25Z00A,The WAN Show,2026-06-03T15:00:16Z,51294,468,1570.0,UgyS3wmoGN0IZxh-taV4AaABAg,@JorvsUchiha,"Problem I what they did


They have. 3rd seller here that sell that on close the the selling price of the first batch


Now there stocks will be raised to the level the sell this bath of steam


They should  not have just restock anything 

It manipulated the price of the afther market sellers and the store sellers in in Asia

The old stock was still available but in lower prices 

Now the prices are on the sky",problem i what they did they have. 3rd seller here that sell that on close the the selling price of the first batch now there stocks will be raised to the level the sell this bath of steam they should not have just restock anything it manipulated the price of the afther market sellers and the store sellers in in asia the old stock was still available but in lower prices now the prices are on the sky,0,english,False,False,,False,2026-06-04T06:27:45Z,402
Steam Deck,2EyGYUyi5mI,The Steam Deck Has a Problem... (in 2026),https://www.youtube.com/watch?v=2EyGYUyi5mI,Garrett Crespo,2026-04-13T15:00:05Z,27422,216,522.0,UgwS_Q7d_Pc6JyWFJY54AaABAg,@DynamicDonut2000,So basically the steam deck has ran into the same problem consoles have. It’s locked in hardware so you will eventually need to upgrade .,so basically the steam deck has ran into the same problem consoles have. it’s locked in hardware so you will eventually need to upgrade .,0,english,False,False,,False,2026-05-24T10:58:57Z,137
Nintendo Switch,GUY54qZSboY,Here’s why I will never buy Switch 2 🙅‍♂️,https://www.youtube.com/watch?v=GUY54qZSboY,SwitchIt,2025-07-27T20:50:31Z,3523140,2964,29124.0,Ugy3Nl3qyKipUydjcYN4AaABAg,@contin-k8o,Bro literally just talked about getting brick and now he’s selling your stuff that will get you bricked,bro literally just talked about getting brick and now he’s selling your stuff that will get you bricked,0,english,False,False,,False,2026-05-28T17:34:08Z,103
Steam Deck,VYCFv25Z00A,The Steam Deck Sold Out AGAIN...,https://www.youtube.com/watch?v=VYCFv25Z00A,The WAN Show,2026-06-03T15:00:16Z,51294,468,1570.0,Ugzw6CJ1nq-T0GmXfYx4AaABAg,@SingletonD,$949 and sold out? WTF? The hardware is now old and its not worth that much. Scalpers.,$949 and sold out? wtf? the hardware is now old and its not worth that much. scalpers.,0,english,False,False,,False,2026-06-03T18:14:56Z,86
Steam Deck,g291trLaqTA,Even The Steam Deck Got Hit,https://www.youtube.com/watch?v=g291trLaqTA,Dave2D,2026-05-30T16:47:17Z,331923,1814,13653.0,UgzY0MJKm83m3xP3u914AaABAg,@Thesilverflash06,China come and save us,china come and save us,0,english,False,False,,False,2026-06-01T21:50:32Z,22
Nintendo Switch,AGqtGUVO3o4,Nintendo switch 2 #nintendo,https://www.youtube.com/watch?v=AGqtGUVO3o4,R&Kgaming,2025-04-15T05:08:50Z,953559,129,4669.0,UgxRpSiW0rdh4E3YO8x4AaABAg,@chrisA-bn4qn-h4l,Nahhh it’s the Nintendo switch 3 lol,nahhh it’s the nintendo switch 3 lol,5,english,False,False,,False,2025-05-09T10:48:22Z,36
Steam Deck,wyIg9kD2lIA,The Steam Deck OLED Is Finally Too Expensive,https://www.youtube.com/watch?v=wyIg9kD2lIA,Tech Fowler,2026-06-03T00:36:07Z,7902,66,171.0,UgzImQsFK4V83L8xj6x4AaABAg,@TejasSreenivasan96,Why does he look like I have seen him some place else 🧐,why does he look like i have seen him some place else 🧐,0,english,False,False,,False,2026-06-03T02:48:45Z,55
Steam Deck,sYqisoq8Yp4,Should You Buy Steam Deck in 2025? Ft. Steam Deck OLED,https://www.youtube.com/watch?v=sYqisoq8Yp4,Venom's Tech,2024-12-24T16:21:03Z,211899,591,6572.0,Ugz9vwTKIuVNzCmfsdt4AaABAg,@FACTFUSE-DK,Great content buddy ! Keep it up  ❤,great content buddy ! keep it up ❤,0,english,False,False,,False,2024-12-29T17:22:19Z,34
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,UgwBeqPq3FQBhIdecet4AaABAg,@alanlee67,"Everything the gabites thought they knew about valve is wrong.  Online and cloud saves are not free.  They're funded by not having a secondhand market. 10 bucks a month in steam sales is 120 bucks a year.  You've already been paying for cloud saves.  Xbox has been charging for online since 2004 and in 25 years they have not turned a dime in profit.  This stuff is not free folks and Valve isn't giving it away because they're ""not greedy.""

TLDR, valve's books are tighter than we all imagined and they were forced to do this to stay solvent.

Also, price of games being lower on steam is a farce.  RE9 is currently on sale on xbox and it has never gone on sale on steam.  I know because I do not buy digital games day one.  Paying full price to rent a game...no thanks.","everything the gabites thought they knew about valve is wrong. online and cloud saves are not free. they're funded by not having a secondhand market. 10 bucks a month in steam sales is 120 bucks a year. you've already been paying for cloud saves. xbox has been charging for online since 2004 and in 25 years they have not turned a dime in profit. this stuff is not free folks and valve isn't giving it away because they're ""not greedy."" tldr, valve's books are tighter than we all imagined and they were forced to do this to stay solvent. also, price of games being lower on steam is a farce. re9 is currently on sale on xbox and it has never gone on sale on steam. i know because i do not buy digital games day one. paying full price to rent a game.no thanks.",0,english,False,False,,False,2026-05-30T18:48:01Z,760
Steam Deck,s1zvE1Ug8SY,"Not Cool, Valve…",https://www.youtube.com/watch?v=s1zvE1Ug8SY,TechLinked,2026-05-28T00:50:48Z,273362,1146,13195.0,Ugw1CuUZXKAn021z9GN4AaABAg,@marenjones6665,"Rampires. Hmm. Yeah, a stake to the heart should still be effective.","rampires. hmm. yeah, a stake to the heart should still be effective.",0,english,False,False,,False,2026-05-28T17:17:06Z,68
Nintendo Switch,EXyrGU33d90,The Nintendo Switch 2 boot screen is everything #NintendoSwitch2 #Switch2,https://www.youtube.com/watch?v=EXyrGU33d90,Shannon Grixti,2025-06-05T13:12:02Z,7750311,1134,73935.0,Ugx5mf45mlSdi3lLtix4AaABAg,@sheinama,I have that,i have that,0,english,False,False,,False,2026-05-26T21:20:36Z,11
Nintendo Switch,1uEYIGw74cc,New Nintendo switch 2 games are too expensive!! #nintendo #Nintendoswitch,https://www.youtube.com/watch?v=1uEYIGw74cc,NDSrevival,2025-04-27T05:30:48Z,1958860,457,14113.0,Ugx2D93qACyaVtI-0Hl4AaABAg,@jefersonhi,Yea im good im never ganna by this,yea im good im never ganna by this,1,english,False,False,,False,2026-01-24T03:27:03Z,34
Nintendo Switch,-NNCca97v98,My Nintendo Switch 2 Review (Doesn't Matter?),https://www.youtube.com/watch?v=-NNCca97v98,Marques Brownlee,2025-07-03T19:44:30Z,3540788,4665,77430.0,Ugx_rnZNr-52DvdqO0J4AaABAg,@FossKhan,0:40 COCOMELON,0:40 cocomelon,0,english,False,False,,False,2026-05-22T21:37:41Z,14
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,UgyQOYJrxEZHskVEnVJ4AaABAg,@Will_Bx_NYC_718,"This AI crap raising prices I feel is a lie. These companies are just testing the market to see what prices we’ll toleratate. Guaranteed when ram prices go down, gaming device prices will stay right where they’re at!","this ai crap raising prices i feel is a lie. these companies are just testing the market to see what prices we’ll toleratate. guaranteed when ram prices go down, gaming device prices will stay right where they’re at!",0,english,False,False,,False,2026-05-31T07:14:23Z,216
Iphone 17,5SyVSFJYBRo,"iPhone 17 Unboxing in ಕನ್ನಡ⚡Bionic A19, 48MP Camera, Finally 120Hz 🤯Time to Upgrade??",https://www.youtube.com/watch?v=5SyVSFJYBRo,Tech in Kannada,2025-09-23T07:28:12Z,208885,240,6964.0,Ugw1VsTJlsXQC84bm114AaABAg,@Travelingstudio9141,Shoki phone,shoki phone,0,english,False,False,,False,2026-02-09T16:32:16Z,11
Steam Deck,g291trLaqTA,Even The Steam Deck Got Hit,https://www.youtube.com/watch?v=g291trLaqTA,Dave2D,2026-05-30T16:47:17Z,331923,1814,13653.0,UgzFNmf6nFdjed30BQd4AaABAg,@MrSamPhoenix,I’m not paying for Gabe’s new 450 foot yacht 🛥️.,i’m not paying for gabe’s new 450 foot yacht 🛥️.,0,english,False,False,,False,2026-06-01T13:48:34Z,48
Iphone 17,zeXnjyVHnXw,iPhone 17: A Practical Review After 100 Days!,https://www.youtube.com/watch?v=zeXnjyVHnXw,Beebom,2025-12-31T11:42:51Z,342246,322,7461.0,UgzWk5d57Bu63bFrLgV4AaABAg,@asifirfan,Bugs Bugs Bugs,bugs bugs bugs,1,english,False,False,,False,2026-01-01T11:33:16Z,14
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,UgzNt2t5eCXDB56sW4R4AaABAg,@Wokovertris,This video was useless,this video was useless,1,english,False,False,,False,2026-04-02T01:44:42Z,22
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgysMVrEBYuvNDcQEKt4AaABAg,@BrennanDelavega,I would get a steam deck for 3ds games and switch 2 for everything else,i would get a steam deck for 3ds games and switch 2 for everything else,0,english,False,False,,False,2026-04-28T21:13:43Z,71
Iphone 17,slOtZZmLX0I,iPhone 17 | My Review | Best iPhone Evaaa !!! | Sale King !! | Malayalam,https://www.youtube.com/watch?v=slOtZZmLX0I,CallMeShazzam TECH,2025-11-07T08:57:56Z,627809,872,18788.0,Ugzob7i6dHnmzWQ0hv54AaABAg,@shahanas__shah8993,Watching this on iphone 17📈,watching this on iphone 17📈,14,english,False,False,,False,2026-04-26T04:55:28Z,27
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgwgWYIEEaEYe-wLxft4AaABAg,@chelek-45,I have both,i have both,0,english,False,False,,False,2026-05-03T08:56:27Z,11
Steam Deck,oCHC2SK0s9A,Steam Deck in 2025 (Still Worth Getting?),https://www.youtube.com/watch?v=oCHC2SK0s9A,Garrett Crespo,2025-09-08T15:30:23Z,315626,752,6450.0,UgwMRF3i_LPl_2sd31p4AaABAg,@rerae,0:08 the switch came out in 2017 not 15,0:08 the switch came out in 2017 not 15,1,english,False,False,,False,2025-12-14T09:40:10Z,39
Nintendo Switch,nfuKcjwh4gQ,Nintendo Switch 1 vs OLED vs Nintendo Switch 2 ALL SIZES,https://www.youtube.com/watch?v=nfuKcjwh4gQ,Paper Tay,2025-06-10T06:37:34Z,2214665,204,11012.0,UgxmenWGIZg3J7h4Kop4AaABAg,@domin_playzYT,Where is lite?,where is lite?,1,english,False,False,,False,2025-10-14T22:32:00Z,14
Iphone 17,rng_yUSwrgU,iPhone 17 Review: No Asterisks!,https://www.youtube.com/watch?v=rng_yUSwrgU,Marques Brownlee,2025-10-01T20:41:40Z,6042816,5667,166471.0,UgzC8h35hpDg-OJsTat4AaABAg,@GUSTO829,Should i go from 16 to 17 adding 250dollars?,should i go from 16 to 17 adding 250dollars?,0,english,False,False,,False,2026-04-08T20:14:30Z,44
Nintendo Switch,wM2ZvZwaIac,Nintendo Switch Airport Security!,https://www.youtube.com/watch?v=wM2ZvZwaIac,EmSwizzle,2025-03-12T19:00:46Z,17805721,695,289800.0,Ugz-69MGc4nY1_Q6nPh4AaABAg,@the_real_sans15,what if he encounters a bomb-omb?,what if he encounters a bomb-omb?,0,english,False,False,,False,2026-02-14T15:26:21Z,33
Nintendo Switch,kQmmov-keTU,PS5 vs Nintendo Switch!,https://www.youtube.com/watch?v=kQmmov-keTU,Life of Shubh,2025-09-20T12:35:12Z,3009672,618,50320.0,UgwMnbLve5eFOAxUush4AaABAg,@PANICPLAYZ_01,"Ps5💀
Nintendo🤡🤡",ps5💀 nintendo🤡🤡,1,english,False,False,,False,2026-03-17T16:19:54Z,15
Nintendo Switch,srhVO3QmKEw,Switch or Switch 2?,https://www.youtube.com/watch?v=srhVO3QmKEw,More1980sGamer,2025-06-08T18:51:45Z,6222393,2634,69005.0,UgwLmz6Afh3-feP4a254AaABAg,@SanadAjlan,Switch,switch,0,english,False,False,,False,2026-05-16T10:12:25Z,6
